event_id,event_type,event_date,customer_id,product_id,country,latitude,longitude,region,channel,payment_method,currency,quantity,unit_price_local,discount_code,discount_local,tax_local,net_revenue_local,fx_rate_to_usd,net_revenue_usd,is_refunded,refund_datetime,refund_reason
49CB5D9A24FC,order,2025-10-12 20:23:28,CUST0001116,PROD0012,Philippines,12.8797,121.774,APAC,Partner,Credit Card,USD,3,399.0,N/A,0.0,179.55,1376.55,1.0,1376.55,False,,
44735B9FA40D,order,2024-10-29 23:57:35,CUST0000409,PROD0041,United States,39.8283,-98.5795,,Marketplace,Credit Card,USD,5,12.0,N/A,0.0,0.0,60.0,1.0,60.0,False,,
CF50F3DB165C,order,2025-06-25 23:11:19,CUST0002553,PROD0077,Australia,-25.2744,133.7751,APAC,Website,Invoice,AUD,10,37.88,NEWCUSTOMER10,37.88,37.88,378.8,0.66,250.01,False,,
1998D46B3E7F,invoice,2025-09-30 03:51:11,CUST0000658,PROD0059,France,46.2276,2.2137,EU,Website,Wire,EUR,1,27.36,N/A,0.0,5.47,32.83,1.06,34.8,False,,
A9C33D2F4694,order,2024-10-11 22:49:01,CUST0003652,PROD0023,Netherlands,52.1326,5.2913,EU,Direct Sales,Invoice,EUR,1,7.55,N/A,0.0,1.51,9.06,1.06,9.6,False,,
4115C6E3F313,invoice,2025-10-10 01:40:25,CUST0001351,PROD0035,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,3,16.0,N/A,0.0,0.0,48.0,1.0,48.0,False,,
2645AF6E98F2,order,2025-05-13 12:32:55,CUST0000684,PROD0053,United States,39.8283,-98.5795,,Website,Credit Card,USD,3,29.0,N/A,0.0,0.0,87.0,1.0,87.0,False,,
4EF24FFC9AEE,order,2025-10-04 19:42:38,CUST0001395,PROD0100,Spain,40.4637,-3.7492,EU,Website,Credit Card,EUR,10,298.37,N/A,0.0,596.74,3580.44,1.06,3795.27,False,,
64FF00726831,order,2024-10-02 22:49:46,CUST0000243,PROD0006,United States,39.8283,-98.5795,,Website,Invoice,USD,3,149.0,N/A,0.0,0.0,447.0,1.0,447.0,False,,
30777EF8C1D4,invoice,2025-01-28 02:24:21,CUST0003777,PROD0052,Germany,51.1657,10.4515,EU,Website,Wire,EUR,3,188.68,N/A,0.0,113.21,679.25,1.06,720.0,False,,
4E425A1F14A0,order,2025-06-01 22:19:26,CUST0003198,PROD0089,Australia,-25.2744,133.7751,APAC,Direct Sales,Invoice,AUD,10,35.53,N/A,0.0,35.53,390.83,0.66,257.95,False,,
2897B026E539,order,2025-10-03 06:26:30,CUST0003152,PROD0086,United States,39.8283,-98.5795,,Website,Invoice,USD,10,225.15,N/A,0.0,0.0,2251.5,1.0,2251.5,False,,
AB184AA81FD5,order,2024-09-22 07:14:07,CUST0003681,PROD0050,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,1,106.56,N/A,0.0,21.31,127.87,1.22,156.0,False,,
AFBAEAF3DDA9,order,2025-01-10 14:30:34,CUST0003096,PROD0025,Brazil,-14.235,-51.9253,LATAM,Website,Credit Card,USD,1,29.0,N/A,0.0,4.35,33.35,1.0,33.35,False,,
D51553223C74,order,2025-06-24 20:38:08,CUST0003996,PROD0046,Australia,-25.2744,133.7751,APAC,Website,PayPal,AUD,1,227.27,N/A,0.0,22.73,250.0,0.66,165.0,False,,
2D1F3CF9F136,order,2025-07-25 16:10:21,CUST0002887,PROD0072,France,46.2276,2.2137,EU,Website,Credit Card,EUR,1,252.26,N/A,0.0,50.45,302.71,1.06,320.87,False,,
A6AC4B1CA09C,invoice,2025-10-15 06:45:58,CUST0003162,PROD0008,United Kingdom,55.3781,-3.436,EU,Website,Invoice,GBP,20,72.95,N/A,0.0,291.8,1750.8,1.22,2135.98,False,,
09993D07F4C6,invoice,2024-08-16 18:48:15,CUST0001388,PROD0007,United States,39.8283,-98.5795,,Website,Credit Card,USD,1,9.0,WELCOME10,0.9,0.0,8.1,1.0,8.1,False,,
E7DD26448A5C,order,2025-10-14 11:00:33,CUST0001163,PROD0080,Germany,51.1657,10.4515,EU,Website,Credit Card,EUR,1,111.42,WELCOME10,11.14,22.28,122.56,1.06,129.91,False,,
48E7032AC430,order,2024-06-23 02:32:04,CUST0000442,PROD0087,Canada,56.1304,-106.3468,,Website,Credit Card,USD,15,14.96,N/A,0.0,11.22,235.62,1.0,235.62,False,,
43141D76A1D3,order,2025-08-18 19:24:30,CUST0001052,PROD0039,Netherlands,52.1326,5.2913,EU,Direct Sales,Invoice,EUR,1,23.58,N/A,0.0,4.72,28.3,1.06,30.0,False,,
3833B35957C0,invoice,2025-08-12 20:27:58,CUST0000813,PROD0084,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,3,184.55,N/A,0.0,110.73,664.38,1.22,810.54,False,,
256FC0AE1F91,order,2025-09-04 05:16:40,CUST0001270,PROD0011,Netherlands,52.1326,5.2913,EU,Website,Invoice,EUR,1,234.91,N/A,0.0,46.98,281.89,1.06,298.8,False,,
992673EC71FA,order,2025-08-14 01:34:26,CUST0003215,PROD0025,United States,39.8283,-98.5795,,Reseller,Invoice,USD,10,29.0,NEWCUSTOMER10,29.0,0.0,261.0,1.0,261.0,False,,
56E390C9F361,invoice,2025-05-15 02:20:14,CUST0003336,PROD0023,United States,39.8283,-98.5795,,Website,Wire,USD,1,8.0,WELCOME10,0.8,0.0,7.2,1.0,7.2,False,,
FE115B446117,order,2025-03-06 07:56:50,CUST0002488,PROD0062,United Kingdom,55.3781,-3.436,EU,Reseller,Credit Card,GBP,1,184.55,N/A,0.0,36.91,221.46,1.22,270.18,False,,
9280ED6200CB,order,2025-02-19 20:44:34,CUST0000336,PROD0063,Netherlands,52.1326,5.2913,EU,Marketplace,Credit Card,EUR,1,9.32,N/A,0.0,1.86,11.18,1.06,11.85,False,,
3FAB70AAC5AA,invoice,2024-06-04 10:10:15,CUST0000961,PROD0037,Germany,51.1657,10.4515,EU,Website,Wire,EUR,5,11.79,N/A,0.0,11.79,70.74,1.06,74.98,False,,
CDC342D5C228,invoice,2025-09-09 22:25:44,CUST0003753,PROD0095,Australia,-25.2744,133.7751,APAC,Reseller,PayPal,AUD,20,29.74,NEWCUSTOMER10,59.48,59.48,594.8,0.66,392.57,False,,
B36D376C16D2,invoice,2025-09-07 12:41:31,CUST0000497,PROD0020,United States,39.8283,-98.5795,,Website,Credit Card,USD,1,144.0,N/A,0.0,0.0,144.0,1.0,144.0,False,,
30962C377FE2,invoice,2024-06-10 04:08:21,CUST0001308,PROD0006,Australia,-25.2744,133.7751,APAC,Partner,Invoice,AUD,1,225.76,N/A,0.0,22.58,248.34,0.66,163.9,False,,
4D7327537F77,order,2024-11-10 19:58:12,CUST0002297,PROD0001,Canada,56.1304,-106.3468,,Website,PayPal,USD,1,49.0,LOYALTY15,7.35,2.45,44.1,1.0,44.1,False,,
6433A0A807E8,order,2025-06-04 07:14:28,CUST0001760,PROD0086,Germany,51.1657,10.4515,EU,Website,Invoice,EUR,10,212.41,WELCOME10,212.41,424.82,2336.51,1.06,2476.7,False,,
04A5E40FCD1F,order,2025-03-20 01:18:32,CUST0000134,PROD0048,Philippines,12.8797,121.774,APAC,Direct Sales,Credit Card,USD,10,90.0,N/A,0.0,135.0,1035.0,1.0,1035.0,False,,
EB7ABF0CC2EB,order,2025-03-09 18:55:59,CUST0001718,PROD0090,United Kingdom,55.3781,-3.436,EU,Reseller,Credit Card,GBP,10,126.05,N/A,0.0,252.1,1512.6,1.22,1845.37,False,,
A2C5C100B804,order,2025-01-08 19:06:12,CUST0003912,PROD0046,Netherlands,52.1326,5.2913,EU,Reseller,Credit Card,EUR,5,141.51,N/A,0.0,141.51,849.06,1.06,900.0,False,,
70F34471AAA1,order,2024-06-22 02:04:46,CUST0003763,PROD0042,Canada,56.1304,-106.3468,,Marketplace,Invoice,USD,1,120.0,N/A,0.0,6.0,126.0,1.0,126.0,False,,
DD959C9F0F59,order,2025-06-30 11:40:00,CUST0000228,PROD0100,Netherlands,52.1326,5.2913,EU,Direct Sales,Credit Card,EUR,1,298.37,N/A,0.0,59.67,358.04,1.06,379.52,False,,
6EE059C0F8E5,order,2025-08-21 03:02:52,CUST0001724,PROD0003,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,1,29.0,N/A,0.0,0.0,29.0,1.0,29.0,False,,
90F8C2C9B541,order,2024-08-06 21:46:34,CUST0002050,PROD0082,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,15,96.8,WELCOME10,145.2,290.4,1597.2,1.22,1948.58,False,,
4D7DA9C0AEE8,invoice,2025-01-02 11:19:50,CUST0001156,PROD0029,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,1,4.1,N/A,0.0,0.82,4.92,1.22,6.0,False,,
8B8EB804C39C,order,2024-05-26 02:45:28,CUST0003977,PROD0060,Canada,56.1304,-106.3468,,Direct Sales,Credit Card,USD,1,225.15,N/A,0.0,11.26,236.41,1.0,236.41,False,,
104CC594DDFE,order,2024-12-17 17:27:28,CUST0002776,PROD0073,France,46.2276,2.2137,EU,Marketplace,Credit Card,EUR,3,18.87,WELCOME10,5.66,11.32,62.27,1.06,66.01,False,,
C5B5119B09BC,order,2024-06-30 07:58:12,CUST0001490,PROD0038,United Kingdom,55.3781,-3.436,EU,Partner,Credit Card,GBP,10,102.46,N/A,0.0,204.92,1229.52,1.22,1500.01,False,,
A14D06B8D471,order,2024-12-02 19:45:00,CUST0003653,PROD0014,United Kingdom,55.3781,-3.436,EU,Reseller,PayPal,GBP,10,122.87,N/A,0.0,245.74,1474.44,1.22,1798.82,False,,
6E40254A407A,invoice,2025-10-01 14:30:12,CUST0003401,PROD0048,Brazil,-14.235,-51.9253,LATAM,Website,Invoice,USD,3,90.0,BFCM10,27.0,40.5,283.5,1.0,283.5,False,,
9248B0FC688D,order,2024-07-08 18:46:23,CUST0002163,PROD0006,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,3,149.0,N/A,0.0,0.0,447.0,1.0,447.0,False,,
4F3B5858B0EB,order,2024-07-03 18:15:02,CUST0001697,PROD0060,Canada,56.1304,-106.3468,,Reseller,Credit Card,USD,20,225.15,N/A,0.0,225.15,4728.15,1.0,4728.15,False,,
13B37EA3A8F4,order,2025-05-13 09:46:51,CUST0001871,PROD0026,United States,39.8283,-98.5795,,Partner,Credit Card,USD,1,289.0,BFCM20,57.8,0.0,231.2,1.0,231.2,False,,
E111DE993A2C,order,2024-08-23 21:38:42,CUST0000276,PROD0066,United Kingdom,55.3781,-3.436,EU,Website,PayPal,GBP,1,126.05,N/A,0.0,25.21,151.26,1.22,184.54,False,,
1C65DADF376D,invoice,2024-04-24 23:04:08,CUST0001946,PROD0017,United States,39.8283,-98.5795,,Marketplace,Credit Card,USD,10,19.0,N/A,0.0,0.0,190.0,1.0,190.0,False,,
5CD16E277849,order,2024-11-14 15:02:43,CUST0000886,PROD0027,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,1,5.74,N/A,0.0,1.15,6.89,1.22,8.41,False,,
A976362239DD,order,2024-07-28 04:38:22,CUST0003163,PROD0072,Australia,-25.2744,133.7751,APAC,Reseller,PayPal,AUD,1,405.15,N/A,0.0,40.52,445.67,0.66,294.14,False,,
4AFCCB6F4BB5,invoice,2025-03-29 15:14:29,CUST0000935,PROD0060,Canada,56.1304,-106.3468,,Partner,Credit Card,USD,1,225.15,N/A,0.0,11.26,236.41,1.0,236.41,False,,
D2D884A782F1,invoice,2025-02-18 22:23:56,CUST0001468,PROD0027,Germany,51.1657,10.4515,EU,Partner,Credit Card,EUR,5,6.6,N/A,0.0,6.6,39.6,1.06,41.98,False,,
412DDE15A500,invoice,2025-06-24 14:07:41,CUST0001298,PROD0054,Philippines,12.8797,121.774,APAC,Direct Sales,Credit Card,USD,15,290.0,N/A,0.0,652.5,5002.5,1.0,5002.5,False,,
E466E30893CC,invoice,2025-03-19 21:23:23,CUST0001068,PROD0037,United Kingdom,55.3781,-3.436,EU,Direct Sales,PayPal,GBP,1,10.25,N/A,0.0,2.05,12.3,1.22,15.01,False,,
3B0724983DDB,invoice,2024-06-04 02:23:24,CUST0002067,PROD0100,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,15,259.24,N/A,0.0,777.72,4666.32,1.22,5692.91,False,,
96FD7E84F81F,order,2024-05-24 16:45:43,CUST0000510,PROD0023,United States,39.8283,-98.5795,,Reseller,Credit Card,USD,10,8.0,N/A,0.0,0.0,80.0,1.0,80.0,False,,
A19A19A70CBC,invoice,2025-09-14 07:38:05,CUST0002097,PROD0098,Australia,-25.2744,133.7751,APAC,Website,PayPal,AUD,1,405.15,N/A,0.0,40.52,445.67,0.66,294.14,False,,
F74E8F8E6F35,order,2025-05-31 03:24:00,CUST0003211,PROD0068,United States,39.8283,-98.5795,,Direct Sales,Invoice,USD,1,234.95,BFCM10,23.5,0.0,211.45,1.0,211.45,False,,
9506A8A1F5EA,order,2025-06-14 00:14:12,CUST0000304,PROD0058,Brazil,-14.235,-51.9253,LATAM,Website,Invoice,USD,1,50.0,N/A,0.0,7.5,57.5,1.0,57.5,False,,
D87DE974C37D,order,2025-07-12 20:01:05,CUST0002159,PROD0051,Netherlands,52.1326,5.2913,EU,Website,PayPal,EUR,1,18.87,N/A,0.0,3.77,22.64,1.06,24.0,False,,
341421E0CF58,order,2024-10-14 21:19:12,CUST0000161,PROD0036,Canada,56.1304,-106.3468,,Direct Sales,Wire,USD,3,160.0,N/A,0.0,24.0,504.0,1.0,504.0,False,,
77B8A2515579,invoice,2025-02-06 09:06:02,CUST0001453,PROD0021,Philippines,12.8797,121.774,APAC,Reseller,Credit Card,USD,10,10.0,N/A,0.0,15.0,115.0,1.0,115.0,False,,
BADAE7727A02,invoice,2024-08-03 18:05:40,CUST0003113,PROD0049,Australia,-25.2744,133.7751,APAC,Direct Sales,Wire,AUD,1,19.7,N/A,0.0,1.97,21.67,0.66,14.3,False,,
709E7B8C5AFD,invoice,2024-04-23 03:09:50,CUST0000265,PROD0037,Canada,56.1304,-106.3468,,Website,Credit Card,USD,10,12.5,N/A,0.0,6.25,131.25,1.0,131.25,False,,
05480EE62F5D,order,2025-03-14 13:58:20,CUST0002501,PROD0061,Spain,40.4637,-3.7492,EU,Marketplace,Credit Card,EUR,3,9.43,N/A,0.0,5.66,33.95,1.06,35.99,False,,
57B9AEA233D2,order,2024-08-22 19:42:33,CUST0000930,PROD0063,Netherlands,52.1326,5.2913,EU,Marketplace,PayPal,EUR,5,9.32,N/A,0.0,9.32,55.92,1.06,59.28,False,,
2668FE5E3058,order,2025-03-13 21:21:09,CUST0000386,PROD0005,United States,39.8283,-98.5795,,Partner,Credit Card,USD,10,15.0,N/A,0.0,0.0,150.0,1.0,150.0,False,,
26B9C4A5658C,order,2025-08-23 15:39:32,CUST0000992,PROD0092,Netherlands,52.1326,5.2913,EU,Website,Credit Card,EUR,1,221.65,N/A,0.0,44.33,265.98,1.06,281.94,False,,
722847044D55,order,2024-09-15 13:44:37,CUST0003946,PROD0007,Netherlands,52.1326,5.2913,EU,Partner,Credit Card,EUR,10,8.49,N/A,0.0,16.98,101.88,1.06,107.99,False,,
A37DE2CD84E8,order,2024-09-08 10:07:18,CUST0003453,PROD0062,United States,39.8283,-98.5795,,Website,Credit Card,USD,15,225.15,N/A,0.0,0.0,3377.25,1.0,3377.25,False,,
EBDFDEB2EA14,order,2024-07-23 19:51:15,CUST0003148,PROD0084,United States,39.8283,-98.5795,,Partner,Credit Card,USD,15,225.15,N/A,0.0,0.0,3377.25,1.0,3377.25,False,,
77DF20FB9E1D,invoice,2024-10-20 23:39:08,CUST0000419,PROD0044,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,20,81.97,N/A,0.0,327.88,1967.28,1.22,2400.08,False,,
49655C423155,order,2025-06-16 00:34:38,CUST0003145,PROD0004,United Kingdom,55.3781,-3.436,EU,Reseller,Invoice,GBP,10,245.08,N/A,0.0,490.16,2940.96,1.22,3587.97,False,,
7896A1B89002,order,2025-04-20 04:17:42,CUST0000020,PROD0026,United States,39.8283,-98.5795,,Direct Sales,PayPal,USD,15,289.0,SAVE5,216.75,0.0,4118.25,1.0,4118.25,False,,
53B71978FDC1,invoice,2025-04-25 15:01:29,CUST0000225,PROD0017,United States,39.8283,-98.5795,,Direct Sales,Invoice,USD,15,19.0,BFCM10,28.5,0.0,256.5,1.0,256.5,False,,
5B55B940773B,invoice,2024-05-14 20:02:18,CUST0003157,PROD0037,United States,39.8283,-98.5795,,Reseller,Credit Card,USD,15,12.5,N/A,0.0,0.0,187.5,1.0,187.5,False,,
B4456DBCB9CF,order,2025-07-04 12:52:46,CUST0001843,PROD0030,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,1,40.98,N/A,0.0,8.2,49.18,1.22,60.0,False,,
715BA4DC83D5,invoice,2025-06-01 20:35:45,CUST0002387,PROD0026,United Kingdom,55.3781,-3.436,EU,Marketplace,Credit Card,GBP,3,236.89,NEWCUSTOMER10,71.07,142.13,781.73,1.22,953.71,False,,
959FE7EBE3F4,invoice,2024-08-20 07:52:21,CUST0000444,PROD0010,United States,39.8283,-98.5795,,Website,Credit Card,USD,15,25.0,N/A,0.0,0.0,375.0,1.0,375.0,False,,
42FA2CC93729,invoice,2025-03-15 08:28:28,CUST0000494,PROD0051,United Kingdom,55.3781,-3.436,EU,Direct Sales,Invoice,GBP,1,16.39,BFCM10,1.64,3.28,18.03,1.22,22.0,False,,
11D2F5360C88,order,2025-05-23 07:38:18,CUST0000841,PROD0067,France,46.2276,2.2137,EU,Website,Credit Card,EUR,3,17.85,SAVE5,2.68,10.71,61.58,1.06,65.27,False,,
329E14056F2C,order,2024-05-21 11:33:29,CUST0001063,PROD0083,United States,39.8283,-98.5795,,Direct Sales,Invoice,USD,1,36.7,NEWCUSTOMER10,3.67,0.0,33.03,1.0,33.03,False,,
EB0785129865,order,2024-06-01 21:12:04,CUST0001960,PROD0074,United States,39.8283,-98.5795,,Website,Invoice,USD,10,267.4,N/A,0.0,0.0,2674.0,1.0,2674.0,False,,
CEF68FA0BE48,invoice,2024-08-21 05:01:55,CUST0003619,PROD0029,Australia,-25.2744,133.7751,APAC,Direct Sales,Credit Card,AUD,15,7.58,N/A,0.0,11.37,125.07,0.66,82.55,False,,
77C3AE980B66,order,2024-04-26 00:30:33,CUST0000120,PROD0040,Brazil,-14.235,-51.9253,LATAM,Website,Invoice,USD,15,250.0,N/A,0.0,562.5,4312.5,1.0,4312.5,False,,
B84391B571AB,invoice,2025-03-23 11:58:32,CUST0003959,PROD0025,Germany,51.1657,10.4515,EU,Website,Invoice,EUR,5,27.36,LOYALTY15,20.52,27.36,143.64,1.06,152.26,False,,
BCEFEEF3E2A7,invoice,2024-07-29 07:55:22,CUST0003872,PROD0064,United States,39.8283,-98.5795,,Marketplace,Credit Card,USD,15,153.78,N/A,0.0,0.0,2306.7,1.0,2306.7,False,,
179EA2C3476C,order,2025-03-04 07:03:05,CUST0002805,PROD0075,Netherlands,52.1326,5.2913,EU,Reseller,Credit Card,EUR,15,18.98,N/A,0.0,56.94,341.64,1.06,362.14,False,,
7ACDD78FBCE4,invoice,2025-06-24 13:25:30,CUST0001655,PROD0029,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,1,5.0,BFCM20,1.0,0.0,4.0,1.0,4.0,False,,
D412972A7E80,invoice,2024-09-14 03:16:01,CUST0002917,PROD0056,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,20,60.0,N/A,0.0,0.0,1200.0,1.0,1200.0,False,,
954534AE3F32,order,2025-02-11 22:59:36,CUST0003205,PROD0057,Spain,40.4637,-3.7492,EU,Direct Sales,Credit Card,EUR,1,4.72,LOYALTY15,0.71,0.94,4.95,1.06,5.25,False,,
5A5AE66FCF1A,order,2025-04-08 13:37:25,CUST0002973,PROD0092,United States,39.8283,-98.5795,,Website,PayPal,USD,20,234.95,WELCOME10,469.9,0.0,4229.1,1.0,4229.1,False,,
2916B9FFA3DF,invoice,2025-03-25 22:54:15,CUST0001678,PROD0048,Philippines,12.8797,121.774,APAC,Website,PayPal,USD,1,90.0,N/A,0.0,13.5,103.5,1.0,103.5,False,,
FC638D54AAF8,invoice,2024-09-11 09:53:29,CUST0002234,PROD0077,United States,39.8283,-98.5795,,Website,Credit Card,USD,1,25.0,SAVE5,1.25,0.0,23.75,1.0,23.75,False,,
AFF0BE2E5FA7,order,2025-03-12 16:54:18,CUST0002370,PROD0049,United States,39.8283,-98.5795,,Direct Sales,PayPal,USD,10,13.0,NEWCUSTOMER10,13.0,0.0,117.0,1.0,117.0,False,,
A05AB4BE0B7C,order,2024-08-26 09:52:20,CUST0001789,PROD0068,Canada,56.1304,-106.3468,,Website,Credit Card,USD,1,234.95,NEWCUSTOMER10,23.5,11.75,223.2,1.0,223.2,False,,
5965E0E2AA51,order,2025-04-05 11:08:05,CUST0000091,PROD0005,United States,39.8283,-98.5795,,Website,Credit Card,USD,20,15.0,N/A,0.0,0.0,300.0,1.0,300.0,False,,
2BB5205B005A,order,2024-09-25 09:46:35,CUST0002006,PROD0088,Spain,40.4637,-3.7492,EU,Direct Sales,Invoice,EUR,5,145.08,N/A,0.0,145.08,870.48,1.06,922.71,False,,
FD2F3ABDAC9A,order,2024-10-15 22:51:25,CUST0000631,PROD0089,Spain,40.4637,-3.7492,EU,Partner,Invoice,EUR,10,22.12,N/A,0.0,44.24,265.44,1.06,281.37,False,,
